CD_Cliente,cluster,UF,regiao,DS_SEGMENTO,DS_SUBSEGMENTO,categoria_faturamento,MARCA_TOTVS,MODAL_COMERC,PERIODICIDADE,SITUACAO_CONTRATO,Tempo_relacionamento,nps_aquisicao,nps_implantacao,nps_produto,nps_relacional,nps_suporte
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,SOFTWARE COMPLEMENTAR,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,2955,sem_nps,promotor,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,PRIME,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,2372,sem_nps,sem_nps,promotor,promotor,promotor
T00546,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,CANCELADO,1966,sem_nps,sem_nps,detrator,sem_nps,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,5016,sem_nps,sem_nps,passivo,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,ACT,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,4755,sem_nps,sem_nps,promotor,promotor,promotor
T00082,2,SP,Sudeste,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,Média,CLOUD,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,3612,sem_nps,sem_nps,promotor,promotor,passivo
T00546,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8755,sem_nps,sem_nps,detrator,sem_nps,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,3989,sem_nps,sem_nps,passivo,promotor,promotor
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,7241,sem_nps,promotor,promotor,promotor,promotor
T00082,2,SP,Sudeste,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4069,sem_nps,sem_nps,promotor,promotor,passivo
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,promotor,promotor,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4398,sem_nps,sem_nps,promotor,promotor,passivo
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3989,sem_nps,sem_nps,passivo,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,MANUFATURA - PARCEIRO,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,GRATUITO,4656,sem_nps,sem_nps,promotor,promotor,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4745,sem_nps,sem_nps,passivo,promotor,promotor
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,BACKOFFICE - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,6705,sem_nps,promotor,promotor,promotor,promotor
T00082,2,SP,Sudeste,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,Média,PROGRESS,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,2767,sem_nps,sem_nps,promotor,promotor,passivo
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,0,sem_nps,sem_nps,detrator,sem_nps,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,4282,sem_nps,sem_nps,passivo,promotor,promotor
T00546,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8755,sem_nps,sem_nps,detrator,sem_nps,promotor
T00082,2,SP,Sudeste,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,Média,SOFTWARE COMPLEMENTAR,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4600,sem_nps,sem_nps,promotor,promotor,passivo
T00082,2,SP,Sudeste,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,Média,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,2801,sem_nps,sem_nps,promotor,promotor,passivo
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3989,sem_nps,sem_nps,passivo,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1805,sem_nps,sem_nps,promotor,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,RH - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3212,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,detrator,sem_nps,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5240,sem_nps,sem_nps,passivo,promotor,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,4470,sem_nps,sem_nps,passivo,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,CLOUD,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,6744,sem_nps,sem_nps,promotor,promotor,promotor
T00082,2,SP,Sudeste,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,Média,DISTRIBUICAO & VAREJO - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,5352,sem_nps,sem_nps,promotor,promotor,passivo
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,SOFTWARE COMPLEMENTAR,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,7221,sem_nps,sem_nps,promotor,promotor,promotor
T00390,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,7342,sem_nps,sem_nps,passivo,promotor,promotor
T00737,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,3309,sem_nps,sem_nps,promotor,promotor,detrator
T00255,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,0,sem_nps,sem_nps,passivo,passivo,detrator
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6097,sem_nps,sem_nps,passivo,promotor,promotor
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,5264,sem_nps,promotor,promotor,promotor,promotor
T00546,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6943,sem_nps,sem_nps,detrator,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,detrator,sem_nps,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3212,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,detrator,sem_nps,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,CLOUD INTERA,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,5391,sem_nps,sem_nps,promotor,promotor,passivo
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2241,sem_nps,promotor,promotor,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6785,sem_nps,sem_nps,promotor,promotor,passivo
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4470,sem_nps,sem_nps,passivo,promotor,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4745,sem_nps,sem_nps,passivo,promotor,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3989,sem_nps,sem_nps,passivo,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,CLOUD,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,6744,sem_nps,sem_nps,promotor,promotor,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4282,sem_nps,sem_nps,passivo,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8044,sem_nps,sem_nps,promotor,promotor,passivo
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6810,sem_nps,sem_nps,promotor,sem_nps,promotor
T00390,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,GRATUITO,5476,sem_nps,sem_nps,passivo,promotor,promotor
T00390,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,7342,sem_nps,sem_nps,passivo,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,1799,sem_nps,sem_nps,promotor,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4398,sem_nps,sem_nps,promotor,promotor,passivo
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5240,sem_nps,sem_nps,passivo,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,detrator,sem_nps,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6097,sem_nps,sem_nps,passivo,promotor,promotor
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,4307,sem_nps,promotor,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,MICRO E PEQUENOS NEGOCIOS,OUTROS,00 - Mensal,CANCELADO,554,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,395,sem_nps,sem_nps,detrator,sem_nps,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,2135,sem_nps,sem_nps,promotor,promotor,promotor
T00737,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8044,sem_nps,sem_nps,promotor,promotor,detrator
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,promotor,promotor
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,5510,sem_nps,promotor,promotor,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,SERVICOS - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,6769,sem_nps,sem_nps,promotor,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3212,sem_nps,sem_nps,promotor,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1805,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,detrator,sem_nps,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,4710,sem_nps,sem_nps,promotor,promotor,passivo
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,CLOUD,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,6744,sem_nps,sem_nps,promotor,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3061,sem_nps,sem_nps,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,177,sem_nps,sem_nps,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,CLOUD,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,1968,sem_nps,sem_nps,promotor,promotor,promotor
T00546,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,CANCELADO,1966,sem_nps,sem_nps,detrator,sem_nps,promotor
T00737,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CLOUD,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,10292,sem_nps,sem_nps,promotor,promotor,detrator
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,MANUFATURA - CORE,MODALIDADE ASSINATURA (INTERA),00 - Mensal,ATIVO,8413,sem_nps,sem_nps,detrator,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,395,sem_nps,sem_nps,detrator,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1876,sem_nps,sem_nps,detrator,sem_nps,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4487,sem_nps,sem_nps,passivo,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6785,sem_nps,sem_nps,promotor,promotor,passivo
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5240,sem_nps,sem_nps,passivo,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6785,sem_nps,sem_nps,promotor,promotor,passivo
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6597,sem_nps,sem_nps,promotor,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,CLOUD INTERA,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,4542,sem_nps,sem_nps,promotor,promotor,passivo
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,CLOUD INTERA,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,4913,sem_nps,sem_nps,promotor,promotor,passivo
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,417,sem_nps,sem_nps,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,promotor,passivo
T00390,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,GRATUITO,5476,sem_nps,sem_nps,passivo,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4398,sem_nps,sem_nps,promotor,promotor,passivo
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7076,sem_nps,sem_nps,promotor,sem_nps,promotor
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,MANUFATURA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,5584,sem_nps,sem_nps,detrator,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,detrator,sem_nps,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,MANUFATURA - PARCEIRO CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,2970,sem_nps,sem_nps,promotor,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4398,sem_nps,sem_nps,promotor,promotor,passivo
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,177,sem_nps,sem_nps,promotor,promotor,promotor
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6097,sem_nps,sem_nps,passivo,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,0,sem_nps,sem_nps,detrator,sem_nps,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4398,sem_nps,sem_nps,promotor,promotor,passivo
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,3867,sem_nps,promotor,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,2529,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,detrator,sem_nps,promotor
T00390,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,passivo,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,AMS,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,4755,sem_nps,sem_nps,promotor,promotor,promotor
T00145,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1805,sem_nps,sem_nps,promotor,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - PARCEIRO,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,5954,sem_nps,sem_nps,promotor,promotor,promotor
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,3716,sem_nps,promotor,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,GOODDATA,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,1911,sem_nps,sem_nps,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,150,sem_nps,sem_nps,detrator,sem_nps,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2753,sem_nps,sem_nps,promotor,promotor,passivo
T00737,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,3309,sem_nps,sem_nps,promotor,promotor,detrator
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,5584,sem_nps,sem_nps,detrator,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,CROSS - PARCEIRO,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,7626,sem_nps,sem_nps,promotor,sem_nps,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,MANUFATURA - PARCEIRO CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,GRATUITO,4910,sem_nps,sem_nps,promotor,promotor,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,177,sem_nps,sem_nps,promotor,promotor,promotor
T00737,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,2308,sem_nps,sem_nps,promotor,promotor,detrator
T00631,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5016,sem_nps,sem_nps,passivo,promotor,promotor
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8044,sem_nps,sem_nps,promotor,promotor,passivo
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,promotor,promotor
